"Species","n","model","aic","intercept","road","forest","roadforest"
"HAWO",17085,4,48893.8251401487,4.43541582142185,-0.0973444643939011,-0.31130796385944,NA
"HAWO",17085,5,48875.1843028847,4.44623929829269,-0.178682666746331,-0.328692941281569,0.153233114569979
"HETA",361,1,1909.40762731209,4.55076194693128,NA,NA,NA
"HETA",361,2,1909.78707879444,4.55890082006179,-0.154119157926873,NA,NA
"HETA",361,3,1909.65675628492,4.51203445961996,NA,0.0808067548628027,NA
"HETA",361,4,1910.16868807751,4.52109426009323,-0.146858871725555,0.0779678756716841,NA
"HETA",361,5,1912.16179928336,4.52175441078338,-0.155892199487966,0.0766661896961394,0.0217573304577736
"HETH",47834,1,137609.826785345,4.76894350812248,NA,NA,NA
"HETH",47834,2,137567.12352495,4.7753430231303,-0.0649446321975743,NA,NA
"HETH",47834,3,131897.818232559,5.03315071462295,NA,-0.496885745118202,NA
"HETH",47834,4,131883.854074703,5.03697160820022,-0.0390605324835967,-0.496612346129388,NA
"HETH",47834,5,131682.541026066,5.05342408412628,-0.265956718463171,-0.522556447729685,0.377675864546227
"HEWA",22465,1,62425.7474833333,4.20466426493357,NA,NA,NA
"HEWA",22465,2,62103.5281654847,4.23396383568205,-0.139281550644826,NA,NA
"HEWA",22465,3,62427.6540549516,4.20756253275349,NA,-0.00344897788305449,NA
"HEWA",22465,4,62092.2189975404,4.27006819568288,-0.144830962003634,-0.0421655847203178,NA
"HEWA",22465,5,62016.2162453566,4.31500567632464,-0.332147517553773,-0.0944943127904714,0.251554018725075
"HOFI",13061,1,76263.4312329315,4.36716991017299,NA,NA,NA
"HOFI",13061,2,75976.2252639741,4.39185369241641,-0.18451012858745,NA,NA
"HOFI",13061,3,76265.257684166,4.36646913687866,NA,0.00537767759244759,NA
"HOFI",13061,4,75977.8729781977,4.3929940353781,-0.184958513659392,-0.00737543885261087,NA
"HOFI",13061,5,75975.1914149325,4.39405610660942,-0.193968028230253,-0.015227390601827,0.0988107394220389
"HOLA",33090,1,299202.871686967,4.40881251422247,NA,NA,NA
"HOLA",33090,2,299034.970799993,4.41719756080164,-0.0755980785863891,NA,NA
"HOLA",33090,3,299200.381253433,4.40619978513111,NA,0.00931205537338439,NA
"HOLA",33090,4,299036.673391361,4.41636207685885,-0.0752584067666817,0.00251944843046361,NA
"HOLA",33090,5,299011.94991832,4.41822012871223,-0.088910097658436,-0.00355861586064526,0.096835233508916
"HOSP",6682,1,28056.3249797189,4.18170600756141,NA,NA,NA
"HOSP",6682,2,26880.3340057535,4.34695285183469,-0.305942364759044,NA,NA
"HOSP",6682,3,27668.8187354331,4.14793250167636,NA,0.322870076190617,NA
"HOSP",6682,4,26785.0755195636,4.3126872078875,-0.277385683804245,0.179232026142192,NA
"HOSP",6682,5,26768.7949661786,4.30694615584419,-0.266452342958963,0.211306630013648,-0.221949466792678
"HOWA",28513,1,79454.4362380986,3.90506341080365,NA,NA,NA
"HOWA",28513,2,79453.2046345433,3.90776880099312,-0.0138189391993223,NA,NA
"HOWA",28513,3,79354.0678460603,4.00010559616322,NA,-0.114615810572965,NA
"HOWA",28513,4,79340.9874258325,4.01372116919541,-0.0302795140423963,-0.123610623086356,NA
"HOWA",28513,5,79319.3809732417,3.98605887092817,0.0723129547035015,-0.0914988002531523,-0.133663606364744
"HOWR",24570,1,105276.311873658,4.38718866337349,NA,NA,NA
"HOWR",24570,2,105278.246691389,4.38671719885184,0.00196581282380344,NA,NA
"HOWR",24570,3,105166.583319849,4.40948011061342,NA,-0.0849301503458361,NA
"HOWR",24570,4,105167.543270843,4.41148063989557,-0.00807131341387902,-0.0858681961048608,NA
"HOWR",24570,5,105072.642180583,4.4031411002451,0.0413312577367269,-0.0578919383854309,-0.244408273194921
"HUVI",4907,1,10340.3552464954,4.17237144390149,NA,NA,NA
"HUVI",4907,2,10291.8451607566,4.20905383598497,-0.149526147350819,NA,NA
"HUVI",4907,3,10338.1112022599,4.19875794739836,NA,-0.0485309809552003,NA
"HUVI",4907,4,10288.4124565277,4.24017548151404,-0.15138600185275,-0.0561784711847464,NA
"HUVI",4907,5,10290.3900887203,4.24106076574149,-0.156889108545547,-0.0577876932991338,0.0105612750780358
"INBU",41466,1,125125.23154683,3.99277973877191,NA,NA,NA
"INBU",41466,2,125109.515675715,3.99930138506309,-0.0232036221963399,NA,NA
"INBU",41466,3,122420.259114332,4.21524535081108,NA,-0.335187288720931,NA
"INBU",41466,4,122064.654888867,4.27133137566172,-0.109432578449461,-0.372777850995009,NA
"INBU",41466,5,122064.582850887,4.27675536049756,-0.122847916281225,-0.379749246139479,0.0218551579895733
"JUTI",2323,1,13599.0097186823,4.27640589695932,NA,NA,NA
"JUTI",2323,2,13598.8494254024,4.27217654183822,0.0546783813924807,NA,NA
"JUTI",2323,3,13600.3414011602,4.28405296588717,NA,-0.0177279153718623,NA
"JUTI",2323,4,13600.0703325613,4.28043410444286,0.0559252665344579,-0.019114757367386,NA
"JUTI",2323,5,13602.0544381398,4.28010982764053,0.0615686544889248,-0.0183297313952962,-0.0111329421855297
"KEWA",7381,1,17264.0970582493,4.05141856994803,NA,NA,NA
"KEWA",7381,2,17262.9725033903,4.04443898261194,0.0298856273968338,NA,NA
"KEWA",7381,3,17251.0745316009,4.12455069391992,NA,-0.0939178634505898,NA
"KEWA",7381,4,17252.1064190659,4.1167549840698,0.0169986124267722,-0.089001835781518,NA
"KEWA",7381,5,17251.8763267934,4.09932225806387,0.0796476546611516,-0.0677771489191356,-0.0876780005345307
"LAGO",119,1,530.047218006306,4.26742605241473,NA,NA,NA
"LAGO",119,2,530.542846989204,4.2790078516556,-0.267456836113228,NA,NA
"LAGO",119,3,531.967507639837,4.27266582034246,NA,-0.0561485895471625,NA
"LAGO",119,4,532.426918813625,4.28550668789899,-0.271394403667925,-0.0684223324742689,NA
"LAGO",119,5,524.750834061012,4.2875560225094,-0.71043497209313,-0.088975978737211,95.3342007453009
"LARB",10516,1,107499.181265846,4.79037957572266,NA,NA,NA
"LARB",10516,2,107497.202195164,4.7921272964047,-0.0281145304582556,NA,NA
"LARB",10516,3,107495.404647793,4.79589600574281,NA,-0.0201225357058506,NA
"LARB",10516,4,107493.005259016,4.79773244973534,-0.0293015298073168,-0.0208444776685687,NA
"LARB",10516,5,107494.968101639,4.79755022765607,-0.028288643890932,-0.0202961985442093,-0.00725437374428011
"LASP",12164,1,74315.724377809,4.51600404595215,NA,NA,NA
"LASP",12164,2,74302.8746243193,4.52026865070971,-0.0680517740181942,NA,NA
"LASP",12164,3,74299.9648159069,4.50308895945167,NA,0.0429852595531788,NA
"LASP",12164,4,74288.2053337032,4.50750696957817,-0.0658538818443552,0.0418009610506913,NA
"LASP",12164,5,74284.9494106481,4.50899932749496,-0.0902817803275027,0.0365282731077465,0.108272484139944
"LAZB",14492,1,50544.7653165877,4.28672145644525,NA,NA,NA
"LAZB",14492,2,50402.3578732183,4.3080078084692,-0.144638034524997,NA,NA
"LAZB",14492,3,50521.1142649724,4.2702801826607,NA,0.0559494155354483,NA
"LAZB",14492,4,50377.4271894052,4.29112307408392,-0.145465802609452,0.0579321560063667,NA
"LAZB",14492,5,50365.3314515854,4.2879670253276,-0.112785793423295,0.0718898241246413,-0.117091995299066
"LBWO",441,1,2069.0552005657,4.61057812110583,NA,NA,NA
"LBWO",441,2,2070.08644992794,4.60565671065992,0.157501292734141,NA,NA
"LBWO",441,3,2068.77301945399,4.58655391387527,NA,0.110067112620766,NA
"LBWO",441,4,2069.80294950129,4.58169562230468,0.158273571617046,0.109649685167069,NA
"LBWO",441,5,2071.16018374134,4.580103499355,0.261669683327678,0.118081196808816,-0.421038595638434
"LCSP",1016,1,2268.5988772897,4.14482674796766,NA,NA,NA
"LCSP",1016,2,2142.48075772091,4.02174601694058,0.383201943866182,NA,NA
"LCSP",1016,3,2075.55475217219,4.33117688591365,NA,-0.48606854381723,NA
"LCSP",1016,4,2055.24184584356,4.22510301014937,0.197587573017701,-0.37678479893312,NA
"LCSP",1016,5,2057.05782672248,4.22697362673015,0.190191235286828,-0.37977396649138,0.116323048449555
"LEFL",15973,1,44156.4655747736,4.1208860312578,NA,NA,NA
"LEFL",15973,2,44048.1785436258,4.10645960258038,0.121547105053385,NA,NA
"LEFL",15973,3,38565.7825243928,4.50286076454894,NA,-0.650298876895797,NA
"LEFL",15973,4,38556.0074203965,4.51301117757715,-0.0435142728964321,-0.657925594371075,NA
"LEFL",15973,5,38495.5204268395,4.5294158740456,-0.161432048996112,-0.680584341817499,0.281599595404501
"LEGO",9077,1,31724.9543099932,4.08716666874863,NA,NA,NA
"LEGO",9077,2,31702.3735089797,4.09707482391073,-0.0709177100448724,NA,NA
"LEGO",9077,3,31657.5006051282,4.11214700695054,NA,-0.128243306043733,NA
"LEGO",9077,4,31636.2730251527,4.12153387774739,-0.068698393467968,-0.127454786546662,NA
"LEGO",9077,5,31636.3842869282,4.12000088331946,-0.0542835980524452,-0.11998706516613,-0.0657753254919491
"LEWO",280,1,1315.81683914865,4.62096249369192,NA,NA,NA
"LEWO",280,2,1289.51741943991,4.67041061201174,-0.567920066696718,NA,NA
"LEWO",280,3,1315.53417257287,4.58727870622827,NA,0.119305832635171,NA
"LEWO",280,4,1289.13667153913,4.63586418557295,-0.569256913327455,0.1231471403277,NA
"LEWO",280,5,1290.69629400607,4.63068949153135,-0.520611896294259,0.143021891426414,-0.166940879448736
"LISP",9657,1,32891.9551053998,4.1994194953729,NA,NA,NA
"LISP",9657,2,32874.7715797825,4.1944660472313,0.0987502157976101,NA,NA
"LISP",9657,3,32730.4119736804,4.27298721986626,NA,-0.139907615492335,NA
"LISP",9657,4,32715.6595348916,4.26789370746024,0.0926650485203444,-0.139092452727777,NA
"LISP",9657,5,32693.4762807886,4.27417529345427,-0.03157826829702,-0.150530232362845,0.267017718752756
"LOSH",1388,1,5799.41934812686,4.66137936952158,NA,NA,NA
"LOSH",1388,2,5773.63034576789,4.68935298970264,-0.268098054713106,NA,NA
"LOSH",1388,3,5794.03496717736,4.63207632040623,NA,0.108732727247136,NA
"LOSH",1388,4,5771.53722320178,4.66550228637118,-0.252806202449664,0.0825525748326337,NA
"LOSH",1388,5,5767.03582032998,4.67199257574808,-0.299366356716926,0.0595341364788553,0.581344073953346
"LOWA",2976,1,8012.92186594443,3.91119758279243,NA,NA,NA
"LOWA",2976,2,8004.29835929093,3.92423038933566,-0.0988704276682798,NA,NA
"LOWA",2976,3,8011.95343147725,3.96361387266231,NA,-0.0640492037468386,NA
"LOWA",2976,4,8001.56069626547,3.99245193878766,-0.107414477490067,-0.0820191484230506,NA
"LOWA",2976,5,8001.17108185104,4.01383745354283,-0.225920261537827,-0.107396015975841,0.160273913933661
"LUWA",411,1,2559.48044030529,4.1528378590173,NA,NA,NA
"LUWA",411,2,2558.94508534056,4.14784906825889,0.247457991808542,NA,NA
"LUWA",411,3,2558.90563927203,4.13579230601157,NA,0.0966475863123266,NA
"LUWA",411,4,2558.01580168535,4.12938364715397,0.262790879595865,0.103064483427404,NA
"LUWA",411,5,2548.39665579467,4.12620473705211,0.448681000885323,0.123693598932127,-1.80933242182871
"MAWA",16097,1,22479.7707459815,4.00012286418303,NA,NA,NA
"MAWA",16097,2,22481.2735287355,3.99919077902974,0.0115826101033835,NA,NA
"MAWA",16097,3,20800.3417588476,4.34355385404688,NA,-0.479437309240077,NA
"MAWA",16097,4,20779.3112232004,4.35823289629454,-0.0819779469699903,-0.489764199155078,NA
"MAWA",16097,5,20771.1906645324,4.36521899113608,-0.188517279407976,-0.498680411101012,0.19017494936332
"MAWR",10481,1,105317.443290401,4.03850953031789,NA,NA,NA
"MAWR",10481,2,105117.516732375,4.0254664128461,0.145686956906646,NA,NA
"MAWR",10481,3,105286.20903417,4.03679719374015,NA,0.297399578265198,NA
"MAWR",10481,4,105095.867912195,4.02433845739352,0.142393653535092,0.248652012628987,NA
"MAWR",10481,5,105093.774683901,4.02445580593454,0.138055721383685,0.201334371101007,0.303663169535349
"MEJA",83,1,850.998720949582,4.65647732431113,NA,NA,NA
"MEJA",83,2,845.820303766399,4.67892320889993,-0.505798476088619,NA,NA
"MEJA",83,3,844.350431664066,4.57108555934844,NA,0.292554091544186,NA
"MEJA",83,4,841.0007512958,4.59834271346168,-0.431263720942396,0.264552324545315,NA
"MEJA",83,5,842.311617922475,4.59773582950009,-0.337636182624918,0.266601138733497,-3.44610009623636
"MGWA",13200,1,47162.5038220692,4.16335196707455,NA,NA,NA
"MGWA",13200,2,46819.4099492253,4.20213713790319,-0.215289283243968,NA,NA
"MGWA",13200,3,47158.0470572037,4.1766155091514,NA,-0.0269738831180831,NA
"MGWA",13200,4,46817.8528334606,4.21183774560252,-0.214367578036462,-0.0200836796412947,NA
"MGWA",13200,5,46819.3931251726,4.21049185615718,-0.202905095955477,-0.017279983858079,-0.0221286396118841
"MIKI",278,1,696.576663025049,4.61229181311844,NA,NA,NA
"MIKI",278,2,689.073054776798,4.7378981536041,-0.271891369918933,NA,NA
"MIKI",278,3,698.467233171346,4.62183008040894,NA,-0.0396087979086528,NA
"MIKI",278,4,690.776733041536,4.7556799256383,-0.275085299501954,-0.0672431207059211,NA
"MIKI",278,5,691.494529057269,4.72697375545015,-0.205121857240129,0.0438014774138181,-0.28687102299783
"MOBL",6829,1,37215.3279990583,4.55799047733586,NA,NA,NA
"MOBL",6829,2,37212.5629137847,4.56156633465018,-0.0549572938626424,NA,NA
"MOBL",6829,3,37214.8797043182,4.5496999882368,NA,0.0227826430157914,NA
"MOBL",6829,4,37212.1868957901,4.5533962480648,-0.0548275973122414,0.0220291399189754,NA
"MOBL",6829,5,37212.530725662,4.55509329535681,-0.0822593592389571,0.0175219492538076,0.0801188325188668
"MOCH",33148,1,153933.179238628,4.2641339758065,NA,NA,NA
"MOCH",33148,2,153863.468814062,4.27283045906021,-0.0645496046493821,NA,NA
"MOCH",33148,3,153836.430133567,4.23202661617187,NA,0.0588931238428024,NA
"MOCH",33148,4,153760.126224493,4.23995946217862,-0.0671471064650086,0.0610848521604907,NA
"MOCH",33148,5,153747.695195164,4.23592697369848,-0.0246428518025953,0.0687500382528206,-0.0735007149318865
"MODO",75234,1,229521.824823938,4.82850879040883,NA,NA,NA
"MODO",75234,2,223687.629963871,4.93085967451878,-0.411573947493581,NA,NA
"MODO",75234,3,229457.196491439,4.81479428503468,NA,0.048426158169241,NA
"MODO",75234,4,223679.001095533,4.93742636166935,-0.414596793640917,-0.0201466811136753,NA
"MODO",75234,5,223617.880241452,4.94505467541204,-0.439766417520869,-0.0435857566411308,0.126337879219114
"MOUQ",8079,1,7703.50620592552,5.23134772592033,NA,NA,NA
"MOUQ",8079,2,7471.88809437032,5.36699416789961,-0.490126053426824,NA,NA
"MOUQ",8079,3,7622.51877427503,5.01488092883329,NA,0.344801052108698,NA
"MOUQ",8079,4,7439.94975681911,5.20659562977293,-0.443071864909198,0.23498139521935,NA
"MOUQ",8079,5,7421.67628938639,5.13547049497726,-0.236499959730728,0.347781695202573,-0.391169173867154
"MOWA",13460,1,29646.9593763373,4.24033258247307,NA,NA,NA
"MOWA",13460,2,29644.1733930681,4.24346067254123,-0.0346872150110758,NA,NA
"MOWA",13460,3,24467.6474035627,4.73809149659115,NA,-0.793415541818517,NA
"MOWA",13460,4,24369.1038681627,4.77044314764608,-0.169897100494639,-0.815968335245307,NA
"MOWA",13460,5,24157.430829089,4.8060870806784,-0.56829077888824,-0.861627094082985,0.796180675432381
"NAWA",37788,1,102514.573182767,4.3290656114401,NA,NA,NA
"NAWA",37788,2,100861.804741843,4.38349608864183,-0.263047919213407,NA,NA
"NAWA",37788,3,97195.5574438329,4.54414658279676,NA,-0.45316817456983,NA
"NAWA",37788,4,95892.5438838766,4.59275608695078,-0.235390790892228,-0.447514906814442,NA
"NAWA",37788,5,95461.8346228568,4.62218119789132,-0.444887936506143,-0.500807112162549,0.387878986920251
"NOBO",7593,1,17391.6488975508,5.0660309151111,NA,NA,NA
"NOBO",7593,2,17334.807092839,5.0935152644498,-0.229174247877367,NA,NA
"NOBO",7593,3,17251.7180248428,5.17949418777076,NA,-0.264624825752847,NA
"NOBO",7593,4,17194.6983758052,5.20740148400574,-0.229367035763729,-0.265728773448476,NA
"NOBO",7593,5,17194.0517119039,5.2012075097975,-0.176798585100564,-0.252689315499356,-0.108441382964371
"NOCA",49560,1,136701.731684066,4.24930612433236,NA,NA,NA
"NOCA",49560,2,136692.008023042,4.24328788079379,0.0196772515759036,NA,NA
"NOCA",49560,3,134895.751117264,4.39798050674641,NA,-0.267049991993097,NA
"NOCA",49560,4,134837.858101769,4.42007665669926,-0.0459892422652738,-0.281104332848043,NA
"NOCA",49560,5,134832.102129748,4.42734201713459,-0.0664582142957616,-0.292237456381834,0.0420343404115488
"NOFL",33675,1,80170.7889041185,4.83373514509561,NA,NA,NA
"NOFL",33675,2,79731.7024784261,4.87037337469992,-0.232048615875255,NA,NA
"NOFL",33675,3,79991.2746765662,4.88476033973675,NA,-0.127800241507153,NA
"NOFL",33675,4,79528.1275455179,4.92669950007147,-0.239153383552224,-0.137664721591166,NA
"NOFL",33675,5,79479.2955049645,4.93863205132929,-0.313403531796984,-0.164476281350614,0.202729277033047
"NOGO",141,1,464.013280699208,4.56627684620745,NA,NA,NA
"NOGO",141,2,466.011384592993,4.56528458067682,0.00693470922128088,NA,NA
"NOGO",141,3,463.957499555669,4.65643086388377,NA,-0.18642202853714,NA
"NOGO",141,4,465.941179397095,4.66076287347123,-0.0206104890737347,-0.188650435106767,NA
"NOGO",141,5,467.432464509711,4.64237491079183,0.105589593323376,-0.154483747056375,-0.287870585696363
"NOHA",2511,1,6127.47320351601,5.23954546997541,NA,NA,NA
"NOHA",2511,2,6120.64342204699,5.2595236574339,-0.166303401277034,NA,NA
"NOHA",2511,3,6125.88942375335,5.22748848358812,NA,0.135838934971336,NA
"NOHA",2511,4,6119.37451070174,5.24758879560573,-0.162529053856934,0.130011292157469,NA
"NOHA",2511,5,6121.35100892409,5.24788149097882,-0.165273070386166,0.126435931023007,0.0394065945677192
"NOMO",12728,1,39744.6752846949,4.84817436523839,NA,NA,NA
"NOMO",12728,2,37247.0037714153,5.02878853040458,-0.666067553328466,NA,NA
"NOMO",12728,3,39738.7728545217,4.83696947314281,NA,0.0439533912888275,NA
"NOMO",12728,4,37240.9101627005,5.04233263762888,-0.670818933083051,-0.0474406594470468,NA
"NOMO",12728,5,37233.120004832,5.05100408551206,-0.696289815783947,-0.0759164725742242,0.122920148308427
"NOPA",15519,1,45049.8191812538,4.01687172022092,NA,NA,NA
"NOPA",15519,2,44935.3263137812,4.03984510255374,-0.117153105346402,NA,NA
"NOPA",15519,3,42663.4560934047,4.33093659529944,NA,-0.521199167389946,NA
"NOPA",15519,4,42592.3136675481,4.34991288728541,-0.0927273095575231,-0.521403012746811,NA
"NOPA",15519,5,42590.8155234811,4.35548110838181,-0.135744121705444,-0.529498851980141,0.063096100030378
"NOPO",606,1,681.881726731714,5.13673192591003,NA,NA,NA
"NOPO",606,2,664.951269277815,5.24821914671564,-0.53619796601807,NA,NA
"NOPO",606,3,683.841785911545,5.15095252347138,NA,-0.024677577225468,NA
"NOPO",606,4,666.950098628062,5.25099913751671,-0.536238780114088,-0.00452323006872667,NA
"NOPO",606,5,668.51251497847,5.2725777281605,-0.67205154887424,-0.0425333073716195,0.231644108380289
"NOWA",4198,1,9096.56172368214,4.32995712719933,NA,NA,NA
"NOWA",4198,2,9016.88698303825,4.35907815016802,-0.234710627154656,NA,NA
"NOWA",4198,3,8143.75900630588,4.59214730976546,NA,-0.627398806959336,NA
"NOWA",4198,4,8096.57713302706,4.61611076868279,-0.188734825691052,-0.62479498382482,NA
"NOWA",4198,5,8075.04870541667,4.62975745913045,-0.390550923554903,-0.651683086308388,0.406761681589319
"NRWS",2741,1,21388.9503786717,4.33470893381735,NA,NA,NA
"NRWS",2741,2,18957.8684644393,4.55512697469088,-0.73593568122191,NA,NA
"NRWS",2741,3,21137.61001084,4.38484341541281,NA,-0.34015746612922,NA
"NRWS",2741,4,18550.0372958655,4.63801381541086,-0.766422028325485,-0.473710870763533,NA
"NRWS",2741,5,18332.2413951969,4.6747519149415,-0.883139530173319,-0.617099642152833,0.927577010639844
"NUWO",4596,1,13572.804464769,4.12392762056435,NA,NA,NA
"NUWO",4596,2,13554.3847058744,4.13587576589167,-0.110804245326497,NA,NA
"NUWO",4596,3,13558.7668158467,4.11491831787875,NA,0.186760482893197,NA
"NUWO",4596,4,13540.9697770285,4.12673692020665,-0.109171581084097,0.184778177437658,NA
"NUWO",4596,5,13539.9941234501,4.12759489599383,-0.12264479301625,0.165034415001123,0.392732109534421
"OATI",6416,1,25270.4010029258,3.97851223736896,NA,NA,NA
"OATI",6416,2,25270.6296569681,3.98082705119636,-0.0261394439016825,NA,NA
"OATI",6416,3,25111.7938712049,4.00781040078389,NA,-0.292704895478321,NA
"OATI",6416,4,25111.1240820213,4.0107801895916,-0.0318030753220869,-0.293747805018632,NA
"OATI",6416,5,25104.4504661271,4.01262254711762,-0.0571333338586569,-0.309392780003963,0.300124487392813
"OCWA",11542,1,35637.1882591017,4.16677871840007,NA,NA,NA
"OCWA",11542,2,35625.8045668133,4.17451078792224,-0.0518584084408744,NA,NA
"OCWA",11542,3,35542.6493819743,4.2140556332483,NA,-0.127176112516425,NA
"OCWA",11542,4,35530.5049836166,4.22230062561029,-0.053245788749194,-0.127929265886503,NA
"OCWA",11542,5,35531.9621444774,4.22104838694131,-0.0410751060959482,-0.12474920048103,-0.0326690384114063
"OROR",2496,1,7120.33477383859,4.20272819202064,NA,NA,NA
"OROR",2496,2,6939.7144472535,4.33900431346995,-0.318693921365494,NA,NA
"OROR",2496,3,7078.77461346826,4.268048478781,NA,-0.192685862245831,NA
"OROR",2496,4,6856.81924239868,4.45529588858087,-0.361442196942077,-0.286001538436818,NA
"OROR",2496,5,6856.70772002931,4.46975583190411,-0.39332351574284,-0.317374541242847,0.0945600281689704
"OSFL",11626,1,22475.2935317626,4.83643245459847,NA,NA,NA
"OSFL",11626,2,22468.3145133021,4.8466570679059,-0.0622484464316537,NA,NA
"OSFL",11626,3,22463.5721579623,4.87216028991226,NA,-0.0675473630990391,NA
"OSFL",11626,4,22457.0631121405,4.88165757736935,-0.0600672662565148,-0.0667169949444124,NA
"OSFL",11626,5,22457.4280679102,4.88621928269487,-0.100887345685403,-0.0750495452149118,0.0739706194945771
"OSPR",1184,1,2006.7816851597,4.91505354025256,NA,NA,NA
"OSPR",1184,2,2004.03123113516,4.93767187460507,-0.180086527439329,NA,NA
"OSPR",1184,3,2003.65010548838,4.96195374357963,NA,-0.160157673841742,NA
"OSPR",1184,4,2001.01440325281,4.98407536116797,-0.177567901549658,-0.159606630742004,NA
"OSPR",1184,5,2002.73033292587,4.98882222847336,-0.214066932787027,-0.172792363810787,0.118690491177153
"OVEN",87420,1,305683.101210216,4.42207029323548,NA,NA,NA
"OVEN",87420,2,303379.133761499,4.44838024555852,-0.255336919279215,NA,NA
"OVEN",87420,3,226052.907317699,5.15440209147359,NA,-1.16812337140656,NA
"OVEN",87420,4,224218.292159115,5.19610539454156,-0.229693812249664,-1.18643529646545,NA
"OVEN",87420,5,223408.755917485,5.23242366217925,-0.60756569131586,-1.23011363609402,0.533017449230139
"PABU",1449,1,5964.2645663028,4.49714884297748,NA,NA,NA
"PABU",1449,2,5940.16582551024,4.52577193813469,-0.217050450153191,NA,NA
"PABU",1449,3,5965.29360831005,4.48636414077393,NA,0.035351073360685,NA
"PABU",1449,4,5941.61807818505,4.51755033762247,-0.216094923514984,0.0268190732888871,NA
"PABU",1449,5,5942.47419596374,4.52190511864049,-0.244120922440749,0.0119374847455287,0.116782483274117
"PAWA",2710,1,4573.89359736947,3.95411634570334,NA,NA,NA
"PAWA",2710,2,4575.86997123314,3.954007355301,0.0147306887475219,NA,NA
"PAWA",2710,3,4450.80546004521,4.11521265322429,NA,-0.25721423026758,NA
"PAWA",2710,4,4452.78419788838,4.11534088832637,-0.0139435990114821,-0.257211676127497,NA
"PAWA",2710,5,4454.63917759439,4.11630020379379,-0.0689857150091487,-0.258490955612668,0.1053411749239
"PAWR",4623,1,17757.37220906,4.19949016741329,NA,NA,NA
"PAWR",4623,2,17754.0421685363,4.20454499984755,-0.0654975456790778,NA,NA
"PAWR",4623,3,17751.370405678,4.22918309831724,NA,-0.0503398156114586,NA
"PAWR",4623,4,17745.75220956,4.23987736133216,-0.0792409365243793,-0.0581470649578671,NA
"PAWR",4623,5,17747.4641165892,4.24135059402117,-0.0955808400474706,-0.0606361204526511,0.0417862122280209
"PEFA",156,1,339.615073086138,5.26925924673616,NA,NA,NA
"PEFA",156,2,340.932057223017,5.2922329490856,-0.209129846469808,NA,NA
"PEFA",156,3,340.504589816606,5.21797950013723,NA,0.246856550803024,NA
"PEFA",156,4,341.871816338065,5.24098346697684,-0.200804741747539,0.242830923549281,NA
"PEFA",156,5,343.871061942985,5.24058621069695,-0.197133125516,0.244394816137512,-0.0239835735059559
"PHAI",537,1,2913.28368987365,4.48126341087689,NA,NA,NA
"PHAI",537,2,2887.86308172652,4.44806769907199,0.479233918349197,NA,NA
"PHAI",537,3,2915.13952052341,4.48738217539298,NA,-0.0185231307303546,NA
"PHAI",537,4,2889.86130708056,4.44874402239914,0.479465391300292,-0.00206213923186605,NA
"PHAI",537,5,2869.35427002071,4.43229344563731,0.954977807688622,0.0473926684063417,-1.08391324557592
"PHVI",2548,1,3714.82997561556,3.92456949643742,NA,NA,NA
"PHVI",2548,2,3715.62833238931,3.92568230835637,-0.151394729279257,NA,NA
"PHVI",2548,3,3716.82520033737,3.92801580268287,NA,-0.00381093832374203,NA
"PHVI",2548,4,3717.56981370426,3.93755073107908,-0.156138307293666,-0.0129328980371626,NA
"PHVI",2548,5,3719.45459872641,3.9355599275582,-0.0757796358193997,-0.0107795712390128,-0.152592766782997
"PIGR",1135,1,6135.18031726869,4.31821201100085,NA,NA,NA
"PIGR",1135,2,6137.15045072325,4.31753847940171,0.0104305783102808,NA,NA
"PIGR",1135,3,6135.04935513137,4.29639476631294,NA,0.0467421793570484,NA
"PIGR",1135,4,6136.95309197682,4.29478594913563,0.0185740317861036,0.0476350554035349,NA
"PIGR",1135,5,6138.75611590474,4.2963986614782,-0.000252427288279847,0.0440270460834065,0.0638660311423058
"PIJA",2361,1,16558.0693593905,5.13793876790611,NA,NA,NA
"PIJA",2361,2,16508.3202503168,5.15871884730625,-0.282535540767741,NA,NA
"PIJA",2361,3,16548.247980749,5.17030065352395,NA,-0.0834967061027637,NA
"PIJA",2361,4,16499.2049882919,5.18987198850987,-0.280459011452225,-0.0809338450823049,NA
"PIJA",2361,5,16458.9512915146,5.21032070940515,-0.474947867834818,-0.130529289608488,0.574796091933261
"PISI",21996,1,131408.438570978,4.11388882548899,NA,NA,NA
"PISI",21996,2,131402.61809683,4.11612406766469,-0.0294997738194372,NA,NA
"PISI",21996,3,131297.532751936,4.14462652774677,NA,-0.0654232498771384,NA
"PISI",21996,4,131288.767666181,4.1475861598946,-0.0344410287470589,-0.0663588123187201,NA
"PISI",21996,5,131290.344429922,4.14827907185455,-0.0413619377006949,-0.0676803908015415,0.0162497970183255
"PIWA",32132,1,100510.661144901,4.04630280600654,NA,NA,NA
"PIWA",32132,2,100475.467796692,4.05415763693477,-0.0437158532010821,NA,NA
"PIWA",32132,3,98663.5347725074,4.33789816495939,NA,-0.376552672762853,NA
"PIWA",32132,4,98540.2535448625,4.36439945176332,-0.0814995084795924,-0.39122069272725,NA
"PIWA",32132,5,98459.0161270874,4.39642649973969,-0.251708236062065,-0.429783379041716,0.233382239337638
"PIWO",32276,1,55607.7753824288,4.65948017457116,NA,NA,NA
